Country,Year,0,1,2,3,4,5,6,7,8,9,MATIMATM
AUS,2010,-1.7782684724224476,-1.581447912030591,0.40236547301687575,0.8272730276455339,-0.7245072245778317,0.3304323924878103,-0.14881192068432947,-0.08901402863184382,-0.5012726185519626,0.36435333271235165,4.3
AUS,2011,-1.5853060058224846,-1.6138394283512254,0.6607953790114515,0.8240052046680338,-0.9561244107264459,0.38106352884288563,0.5124668237320692,0.08806586152569507,-0.5968253481836855,0.29258953714650376,4.3
AUS,2012,-1.6639551671079722,-1.6717457342918847,0.41148871570250595,0.7224474802977721,-0.510772382760833,0.25244455134024013,0.056401493690286325,0.04132097811757279,-0.7184877463236428,0.3384219355608599,5.2
AUS,2013,-1.7448124030014647,-1.4513798987300874,0.41268706864306937,0.7577858835660842,-0.7001122616956774,0.2959979718030171,0.22251915742953726,-0.0615405578389967,-0.6199785460409396,0.198508679955555,1.9
AUS,2014,-1.831248990281031,-1.5211620292444104,0.444511811921897,0.8844695325858801,-0.646872932244094,0.20925165133761403,0.29817736095037817,-0.019150770009196516,-0.5652751925975916,0.23568653449157467,4.0
AUS,2015,-1.8617406516113002,-1.623870037963596,0.29950413672742104,0.9017945129379213,-0.50455418111268,0.14759214991759248,0.10441946504767485,-0.06908923219353702,-0.6230236572463215,0.32662877745340557,2.6
AUS,2016,-1.7814965074851732,-1.744504010380782,0.39417727067861935,0.9565812848853718,-0.5110706042218273,0.08924782131744258,0.28623229208803846,-0.0705140837244721,-0.7960635067218743,0.3878067932708408,3.9
AUS,2017,-1.8580616086747326,-1.5744588326702953,0.41213030686744706,1.0027898769432995,-0.6897632978907964,0.16877431685099065,0.2892721227561695,-0.05435685170194682,-0.6715770983946714,0.3070476423553735,1.9
AUS,2018,-1.9808392524864704,-1.6006781106418368,0.22925592849080928,0.947837753955587,-0.41683981693127814,0.10629589302053433,0.05775448182064055,-0.18704578794769644,-0.6758899199696389,0.23072638059338757,4.8
AUS,2019,-1.9943458432020365,-1.3441661490932129,0.2913699874598624,0.8367076180870275,-0.5061636609577278,0.2219714797233432,0.12548021376156063,-0.43126231724826497,-0.5145018254985578,0.1741174453548946,3.9
AUS,2020,-2.11822962797733,-0.8942924086424267,0.007259217561193521,0.49796744773760704,-0.2804826552426788,0.3582678821269729,-0.2535144165275798,-0.6675551901720347,-0.2759519633245942,-0.014351298499027028,2.0
AUS,2021,-2.065979648923224,-1.198658285341048,0.07816142581589583,0.808617013339474,-0.4226984424547771,0.23614806281117345,-0.16199795838926906,-0.45898152233581757,-0.40309035114228414,0.10846413711879486,3.5
AUT,2010,0.583980347830684,-1.534408916052462,-0.25692223724319013,0.19680991558228583,1.0101221061846481,-0.4045666508415068,-0.6440286039131508,-0.4696929929868355,-0.32944723749702737,-0.9991206255321339,1.3
AUT,2011,1.1845431825065,-1.7199745945904732,0.28294820467501874,0.025120584128643264,1.6811488539108301,-0.8079913861151851,-0.1633697383859554,-0.7867490901683799,-1.0027514253428123,-0.7699380167137072,2.6
AUT,2012,0.6829516695613356,-1.549584114775675,0.047485882167282376,0.17222974704991273,1.2573165942154532,-0.6044258486288077,-0.09667420269941601,-0.7973173709638198,-0.5770179859382056,-1.0141245635074072,1.3
AUT,2013,0.4031030731515424,-1.244565051233946,-0.16523785401333402,0.2923033289957547,0.757398193196838,-0.47255502540028305,0.07990886008451004,-0.6575823614226454,-0.3953543868514444,-1.1395935675624056,1.3
AUT,2014,0.24781458959152974,-1.2417409093684957,-0.3153937542819985,0.21925749229420682,0.699101592716799,-0.37587678095916865,0.0520437548171423,-0.6739157249180091,-0.3565182922086782,-1.126260218715933,8.6
AUT,2015,0.1362704221652385,-1.1429484281160143,-0.2026588481724783,0.039317565654882425,0.7219509112908697,-0.45405060194444413,-0.01907688497410999,-0.46853477606976596,-0.38356394596100685,-1.0532463681802466,4.7
AUT,2016,-0.13176649974402255,-1.0977998265957316,-0.3490689926524684,0.04949774353187124,0.7742289083787317,-0.3848078978312977,-0.13253909453240734,-0.638402085605627,-0.29606124329877387,-0.9029132601965908,5.7
AUT,2017,-0.1921458070216842,-0.9649071121303741,-0.2457630520571587,-0.12934271818172566,0.7221005417899345,-0.4708488890245883,0.03845952395212945,-0.4460201482110053,-0.3594229211771559,-0.8907311808504867,2.3
AUT,2018,-0.48229323827127557,-0.8949124672428916,-0.3540072290137126,-0.17963942584389916,0.7575973484057539,-0.2858846150864688,-0.17556841632800152,-0.6461765282282994,-0.2765018117947396,-0.7149730465853902,7.1
AUT,2019,-0.5202770627412947,-0.864366651744195,-0.4518522670383114,-0.22564236649253516,0.7316774926294206,-0.2457840632132957,-0.2123742488102077,-0.6572904418475254,-0.21491776473673604,-0.7791953629814954,5.9
AUT,2020,-0.9391624046305813,-0.3097978101569134,-0.3454703483017012,-0.5171124728368384,0.3452205875189352,0.1509921600715847,0.04468785585868063,-0.5868877768051004,0.10796144925218765,-0.7400879552875508,2.4
AUT,2021,-0.8132970880326316,-0.2760773071735709,-0.3544891640789005,-0.6677550166268083,0.5107357782441169,0.12020225237551961,0.051798805608756375,-0.6821098392698803,-0.08269012960039564,-0.647264673998422,3.5
BEL,2010,-0.6021141647442028,-0.40930880782668405,0.11835466070616546,-0.5742370050561549,-0.034461762165222565,0.2905696218616496,-0.5014632074591622,0.5905224758697281,-0.04398705018319326,-0.371496222000943,6.1
BEL,2011,-0.7383137678777251,-0.44150272933448353,-0.1038830295402315,-0.4237010670406719,-0.029844724436241116,0.43422214199339493,-0.9208895026224719,0.2359541010573728,-0.06778973125110133,-0.09831181871708687,8.5
BEL,2012,-0.9156646033175682,-0.5118009532202697,-0.1254364505739624,-0.3569695855225039,-0.19130717746765152,0.5926014235237964,-1.125080431575911,0.18305173450167714,-0.004958002159750008,0.004186337409302715,3.1
BEL,2013,-0.9260053343465375,-0.43316557434184344,-0.22746865638278418,-0.37847602266090086,-0.24706316351925045,0.6682411488922465,-1.0708068626233163,0.2414820184981421,-0.0746498463421255,-0.07334617159102919,2.4
BEL,2014,-1.2223369492216754,-0.37105989607554213,-0.2824487397566653,-0.30368999310649336,-0.4146909537137601,0.7507890552671874,-1.0288657444699183,0.15522106031688335,0.2090335845651512,-0.14058635897534605,5.6
BEL,2015,-1.6238420623126912,-0.8356850052542961,-0.4830914095169053,-0.10009505799612298,0.11143591992529533,0.27612581239969164,-1.301566648822073,0.6843731157282289,0.263783771554869,-0.21985741720647406,3.3
BEL,2016,-1.6719107154868453,-0.864502613358912,-0.45752330493289306,0.18317057566123798,-0.2047502065721671,0.4145976270308213,-1.591284934404,0.38127571571004903,0.08426313061765117,0.20677250771172206,4.1
BEL,2017,-1.5232028250753193,-0.8980638032846925,-0.36984804356097606,0.038034073784530525,-0.15026378233103035,0.2650302707187657,-1.2996694230034158,0.5926109086582192,-0.0751080771134423,0.062333874140036535,5.0
BEL,2018,-1.6113326547661972,-0.9067860615741438,-0.43805048153077036,0.19041930960535075,-0.2530742348456594,0.3876901855033093,-1.522965868347521,0.3391855780581535,-0.19305273474038415,0.2514429737120712,7.6
CAN,2010,-1.7338811417819568,-0.734639791985685,0.8735125627898754,0.023597353556852198,-0.09451156053068141,0.5723784073660224,0.540955047042985,0.22890033203676574,-0.2040876102657692,-0.05600200513065989,6.4
CAN,2011,-1.7388640210195554,-0.6590885616674697,0.9143256714083531,-0.007841087392847747,-0.09375677196569641,0.612252677204701,0.547397536879136,0.24107379312412533,-0.2072390798895317,-0.09616417145136474,4.8
CAN,2012,-1.849742829360451,-0.7737196223023269,0.8988800314789896,0.04858713687551549,-0.0670634761742687,0.5993261703458999,0.571113708319396,0.22418360547346503,-0.2518764849424229,-0.06333876417117512,5.8
CAN,2013,-1.8515386892443861,-0.7667282743683391,0.8752396365298697,0.0392413763642184,-0.02535345349429148,0.640000388424337,0.599634506935939,0.24353372472706902,-0.28185852309936554,-0.08491134637358688,6.0
CAN,2014,-1.9495485975726394,-0.72599494385413,0.8216007839558516,0.049301988879086794,0.03971535792082462,0.45616842603440816,0.6856353073589552,0.11479107671209049,-0.2879316276353186,-0.002465499250525749,6.0
CAN,2015,-1.9842222342619555,-0.7522181555337019,0.8061791474879669,-0.00031671776439868,0.06224678146709764,0.5411514695748885,0.6903625054298471,0.046992333876394676,-0.27694912669614696,-0.023693095193711045,7.1
CAN,2016,-2.054359295542761,-0.7417474301205906,0.7066350182715995,0.04826522058623426,0.03221222007642428,0.5429607244938296,0.6485622247512488,0.03939688296008309,-0.22038650003931937,-0.02298391587535542,6.3
CAN,2017,-2.05438137692681,-0.7375117699663862,0.7557198360923428,0.11030023974608183,0.056191825051771394,0.48940144427288723,0.7327755468446613,-0.021052174003592494,-0.22822604402233063,-0.02964599987530775,6.6
CAN,2018,-2.1094452209001524,-0.6877398502119456,0.6903644588861982,0.07580457662409071,0.155723043705125,0.5059844491075255,0.6690892789993589,-0.06973653322863993,-0.21367719610910255,-0.08091784441144512,8.6
CAN,2019,-2.154396803557527,-0.6391795561503472,0.6729627695526879,-0.0015686641074620783,0.22372339658104207,0.5049201424030036,0.7441075470169137,-0.09889202580603768,-0.21032162138184038,-0.11974545819350646,7.5
CAN,2020,-2.169023594731177,-0.08594464093842058,0.6833933392407788,-0.5184447770569236,0.2961826784382518,0.7217392625977463,0.5730713409920541,-0.360650929406794,0.021190509368232184,-0.34760720659390626,8.4
CHE,2010,-1.9920194424575592,-0.2919323747339591,-0.3743005338837625,-0.5937536408364259,-0.33800172388125493,0.7608987563987726,-0.610124739850467,-0.5341940491243959,0.3585682957471913,-0.12398691105562434,3.7
CHE,2011,-1.99375644788246,-0.10083395612569329,-0.32930953434197685,-0.4612909384638718,-0.47633338303705425,0.674718857641581,-0.34850915253397197,-0.9804557961052714,0.32544366436606803,-0.006667071286807574,3.7
CHE,2012,-1.8612854170335371,-0.0050265706790502684,-0.2013033439846656,-0.4475481580486815,-0.6836417638515369,0.8259653529121371,-0.42535237976117685,-1.0752943127801455,0.09304674754943675,-0.01955406277710483,8.5
CHE,2013,-2.205542554944871,-0.3117297970580757,-0.6207750084225413,-0.4640357832464869,-0.2988589754007485,0.7289775125021464,-0.9877163261144543,-0.7416327528061618,0.21384350461545049,0.07976101337190121,2.4
CHE,2014,-1.9630271988009076,0.03542624170554748,-0.49749941851203044,-0.3515136785715962,-0.6013839407237052,0.5341533355984305,-0.1760779616770498,-1.0560455436470502,0.15265953236923036,-0.009342717919620519,5.9
CHE,2015,-2.26600054978298,-0.3158239103387638,-0.6931371536694841,-0.47449466710209004,-0.20432748848802926,0.6945859847699509,-1.046728126677491,-0.7631746403666336,0.2428894207761447,0.09187604531530676,6.9
CHE,2016,-2.0027748675165844,-0.05501394952700195,-0.5253875034109075,-0.34939800438057245,-0.3987715958969745,0.4899465205390924,-0.14857707811847126,-0.8891528951404568,0.1956810816724302,-0.11758492252647758,3.4
CHE,2017,-1.9823455188473769,-0.28161902572215275,-0.3993861094231936,-0.16002582727928094,-0.5234887160545152,0.5339798475757666,-0.1345893611628567,-1.1695262688712298,0.06534658778646665,-0.006001101463829355,4.6
CHE,2018,-2.0110068065906495,-0.2986433900021019,-0.3838719173342653,-0.17309937953017385,-0.5012974541451151,0.5798560237508249,-0.1048729047505667,-1.0320994401559531,0.09696947980295456,-0.0683050048884282,6.8
CHE,2019,-2.087076559725339,-0.34600140107059,-0.43227049840562387,-0.12386754234011482,-0.5203787479587234,0.6108967022409093,-0.09302825058449513,-1.1965089501563593,0.09290846154598906,-0.055061023279307564,7.0
CHE,2020,-2.2191913082690204,-0.14029733285936774,-0.3300407882173225,-0.4191380660478175,-0.41461739940556314,0.7171449032659898,-0.22739415686312758,-1.1489153858764671,0.2512831977352142,-0.10909970558168311,1.2
CHL,2010,0.8729628811865746,1.9750845123542393,0.8417176232448351,-0.5921458615642572,-1.1831458684616611,-0.3254293151420968,0.0719900511651399,0.31051227080256827,-0.333811777006167,-0.09162437278056869,17.9
CHL,2011,0.7462560835907621,1.7412278902274898,0.6717402131403962,-0.5576297912450093,-1.1676505677011217,-0.057333313889134194,-0.02380109570360761,0.18138054149181465,-0.7842711525682585,-0.18759276024195745,16.1
CHL,2012,0.6848115895000978,1.751104183588923,0.6001545855789004,-0.522195203414766,-1.112081084504785,-0.1751264466965438,0.004410715998426573,0.19564447096379872,-0.8531418569560759,-0.137777484052728,17.2
CHL,2013,0.5130229316299795,1.7013544447737885,0.8147913061860855,-0.5611290517072197,-1.0501160578644113,-0.19236717693023392,0.33533866273071206,0.12613613602267762,-0.6442109395258089,-0.19622763000241725,15.2
CHL,2014,0.5170867403431721,1.8367437141224325,0.6356824327315493,-0.6156387538632124,-0.9386475945935747,-0.22423192721211133,0.2671010934043857,0.1534642282178748,-0.6829374369890743,-0.1677729050198737,13.5
CHL,2015,0.45064694147564305,2.036595733579715,0.43304528262530895,-0.6557741685038081,-0.7058984450723472,-0.5759622057660604,0.1051208477106364,0.35743778273753735,-0.18239787402690977,-0.16872398602553013,15.5
CHL,2016,0.1798037239598963,1.9690025294873585,0.5144151862825855,-0.6406089975678578,-0.733776335084784,-0.5855351647505002,0.17775906192349022,0.2414190164370656,-0.06461143681188918,-0.1470093810191473,9.0
CHL,2017,0.11307958619003572,1.9418714207344268,0.4591200673740704,-0.66774750405967,-0.5682865448149332,-0.6471722313860274,0.2220381346763896,0.2598543283070495,-0.04894454044456613,-0.146125635575779,17.3
CHL,2018,0.04671289390913086,2.1340461385173772,0.16019268031897765,-0.5963774508452345,-0.5324877794839418,-0.7805929275178506,0.3323832404960878,0.2278869539424422,-0.07152738859704777,-0.12871322430258508,13.5
CHL,2019,-0.016791510208020943,2.190590956035123,0.12783631950936547,-0.6056765798751509,-0.5813506189442761,-0.7234713681145598,0.46781611182758265,0.26479284688349236,0.029020758333673347,-0.23976018427533435,10.9
CHL,2020,0.063057175296163,2.1915757585773243,0.1277748976930857,-0.6484685794095643,-0.5194569800761853,-0.7574485681488236,0.42175814167064035,0.3207109529565779,0.008664499707350837,-0.22993208674052884,21.0
CHL,2021,0.22148424092588892,2.488297178388268,0.001280474707325785,-0.3721302688752786,-0.7783018851312999,-0.7143281686519539,0.5932026597391004,-0.011353923681140105,-0.26887427180173273,0.04506544508099745,19.2
CHL,2022,0.06771939656923465,2.2223870946824347,0.19832066571405532,-0.6419888392159812,-0.5293802079265004,-0.8191768634768872,0.5487688793899932,0.3620327810526637,0.03934528125524206,-0.27773528602831443,14.3
COL,2010,-0.650524760033196,2.469740876194291,2.296558333616266,0.3352528055029719,-1.177267049182337,-0.9933137482450864,0.3173409925799241,-0.3630172239122676,0.7817004184362366,-0.1768929916837838,71.6
COL,2011,-0.5580171742546558,2.487786439144114,2.0809033668189643,0.3358074845146434,-1.2673346560464203,-0.9981974656323823,0.240518900396361,-0.25417882570236033,0.7366543923245108,-0.15436611461152883,68.8
COL,2012,-0.7076539351539894,2.5454892800798423,2.1107920564360065,0.3587543646065141,-1.1041344625634104,-1.1877848435336698,0.48402932409980354,-0.39230067933815616,0.8803064263109265,-0.2192137579180054,65.9
COL,2013,-0.6554657054323196,2.485272363639094,1.9630379091826033,0.23643056686478636,-1.1101476301658741,-0.918560002505812,0.22046899581347207,-0.3930486048289997,0.5547069690945456,-0.17739510034871211,55.2
COL,2014,-0.5255454362553867,2.1298630655152206,1.938107940182149,0.504746711174765,-1.064979281200639,-1.0545690099103322,0.25279847874533545,-0.3462669171708964,0.5103030432850018,-0.23587381785006137,53.7
COL,2015,-0.626873491990865,2.585444172111135,1.9858215119211726,0.22240070402733686,-1.0637853879654096,-1.0191119292918318,0.3658186266629027,-0.3515752474642486,0.7194111733488404,-0.22945489522688015,53.7
COL,2016,-0.9440462295452802,2.9325634101680653,1.8575923375914405,0.033566839542717,-1.1691202983941849,-0.9276195917229735,0.42282297632273924,-0.4314700082048948,1.021106069384346,-0.19404159433120913,51.3
COL,2017,-0.7756476589872103,2.4986341584002107,1.8938314688549127,0.3600874236665114,-1.1122420973673044,-1.015889473076589,0.5504678705022853,-0.3620379432397429,0.8414852073337444,-0.24629380859531758,51.0
COL,2018,-1.0822824613547555,2.436637622810819,2.2360514627133443,0.16679232209921968,-1.0945767938467903,-0.8619267685283218,0.5112109576040287,-0.4356891139854734,0.9124335399257415,-0.3428359293286326,45.3
COL,2019,-1.0976250547957687,2.471969714926835,2.256764221971223,0.1951549478722472,-1.0765918294974735,-0.8464666219303558,0.5209593682194955,-0.41097780218021773,0.8971592721842441,-0.33464928858306053,50.7
COL,2020,-0.917832759483868,2.7108241699470264,1.9674998301486832,0.4073754215570548,-1.2360344877679155,-0.7519778267490447,0.39301245626544024,-0.7844117512919991,0.6740052057765764,-0.025666506267057798,65.8
COL,2021,-0.5929677000544297,3.045821375740836,1.4256666845829802,0.5391777895329801,-1.2328482730015125,-1.1011447213461878,0.379452685873227,-0.5592492048686504,0.3883585996896184,-0.06976825475041379,83.2
CRI,2010,-0.08708913222777459,1.8087392782912097,1.0999993442031615,-0.272464298797097,-0.9438570724366928,-1.943722247892446,0.6187964942647037,-1.0472134141770262,-0.28897610223538633,0.8729862657889382,22.6
CRI,2011,-0.0776075547656816,1.8051141173524878,0.9054315566532073,-0.14828492652401837,-0.5629366095277113,-2.2423588314258027,0.6657186188478073,-0.9236094713150632,-0.16808860190918012,0.6707653649152856,24.5
CRI,2012,-0.14138952061282167,1.863861874820782,0.8050054525634928,-0.15955912780214732,-0.6439709569438302,-2.200481491676417,0.6724807006841382,-0.9872932014416425,-0.15416045642054654,0.7357720575565885,30.0
CRI,2013,-0.33127056201237826,2.0000404937864262,0.6905944761191822,-0.22858004974702628,-0.6973374906224257,-2.1466091518731685,0.7568319516642485,-0.8210470785261714,0.004835025668221634,0.6513265433378999,19.8
CRI,2014,-0.2829634672427199,2.0296815055090165,0.7549866808767456,-0.3065372517311242,-0.6387038837535788,-2.1493696437453798,0.7334354899958484,-0.840646603025499,0.017699393624750037,0.6656127837559394,29.3
CRI,2015,-0.24580252914663958,2.1704883422915544,0.8150743872717159,-0.5287544403462578,-0.5512130057703348,-2.0646481530909457,0.7670482791563007,-0.7120075554960963,0.028328451697966453,0.5053736377538037,27.8
CRI,2016,-0.2722936004280876,2.0449637737124204,0.9406174908440883,-0.48671926647319697,-0.7494576172673493,-1.880132998567627,0.5287494072033148,-1.1111141241002163,-0.22468095330384852,0.7421338983825265,28.6
CRI,2017,-0.37338854618568446,2.003785737457921,0.8572189445562018,-0.5937322374007621,-0.6247097676686094,-1.897394836174874,0.6518467733971242,-0.8607749071933694,-0.1548432399252336,0.6428133183257427,23.3
CRI,2018,-0.45931123282001374,1.9799403148321555,1.0793938907594058,-0.6402679213601965,-0.9447036105994063,-1.4306771433643086,0.5364989008859512,-1.4918752998515288,-0.19393990121082944,0.74800575201472,16.1
CRI,2019,-0.4016843274126347,2.1848282188808947,0.9155846883351222,-0.7153086312696162,-0.6080559163107566,-1.794564979054485,0.7088706089436855,-0.8228806094557205,-0.05977807783600267,0.46178703262861615,20.2
CRI,2020,-0.5250970754883085,2.0706322478259236,0.7432603996037721,-0.7086045822748119,-0.5009866541045307,-1.8373842889255947,0.6499984599797923,-0.6971762790752538,0.057320635667861705,0.3285089895432483,34.4
CRI,2021,-0.4523828423375164,2.1744964193678866,0.7298295850069058,-0.7406700874619776,-0.41425436793039894,-1.8832358401838598,0.6643997783859443,-0.8010724725169436,0.08209089478541437,0.41219149059502436,40.5
CRI,2022,-0.1278424854737833,2.5642224372572873,0.6985175127934429,-1.0889553181442657,-0.7237301398354273,-0.6540628459324925,0.41514410161765947,-0.3022366796783554,-0.1452661801111477,-0.07551032285570973,15.0
CZE,2010,2.2962703591843825,-0.9758949753622708,0.28841900016636124,-1.0255041451913107,1.7744421865834838,-0.6534584932791189,0.4919738301522058,-0.26360455312371545,-0.3322152507377102,-0.17044693056369226,7.7
CZE,2011,2.2998130155652072,-0.7675149186997696,0.20273252744616366,-0.9917109890207301,1.7319037986906998,-0.6998712204464752,0.4722078638333807,-0.4832610860410036,-0.5478609408998222,-0.04599781358958005,10.1
CZE,2012,2.301295714239414,-0.892575227024341,0.1432865125341792,-0.936406230514078,1.6376232070289882,-0.5268106602813731,0.5045874649690807,-0.5015439511808484,-0.4759600154625016,-0.11036684829081472,5.5
CZE,2013,2.263308231149888,-0.9291379331974072,0.11709649773065314,-0.9606724818283449,1.6527074730081615,-0.5099067490511731,0.4370590755502882,-0.36322779417280593,-0.5841458587648698,0.08123883322488837,1.9
CZE,2014,2.1189530082016264,-0.9761675937260772,0.05001157075845614,-0.9919514496959468,1.7383845686574737,-0.522303504893443,0.5236389681156067,-0.45624854516611024,-0.49668789507601036,-0.05017816487656254,6.4
CZE,2015,1.9478075818489669,-0.8007066594415655,0.21833656638398818,-1.0086544344960167,1.551591519523421,-0.47240862765647146,0.6565622139324231,-0.32128161266659155,-0.5326910753901785,0.020079835325670828,6.3
CZE,2016,1.771204043131501,-0.7669882040800085,0.08921749136733628,-1.2031414098790045,1.7611922550365806,-0.5114861258658551,0.5659831841551486,-0.07183955154942023,-0.47178514380749825,-0.08961373792760144,7.1
CZE,2017,1.5175500789743404,-0.7185658726275355,0.08848085988728621,-1.230364198586586,1.715673136323126,-0.47823344482921004,0.4464375748464492,-0.04475905650629419,-0.42233623136879395,-0.03741331829083684,7.0
CZE,2018,1.359098728757444,-0.6054920492952995,0.12852714975429647,-1.2819111346479648,1.633148480145024,-0.4374378379125197,0.5801861356186345,-0.035694254245105195,-0.3530524009202215,-0.022662907721868172,4.4
CZE,2019,1.3356046696003716,-0.5667009107220236,0.1219348147212852,-1.3323595692607924,1.6354092152688708,-0.3713077868451422,0.5812027497179998,-0.05173113904562088,-0.35782683040369057,-0.0457855650222264,4.5
CZE,2020,1.258987337947501,-0.25926327393208665,0.20370852305727422,-1.6545015002170445,1.5469651324547327,-0.1632632862238793,0.4895061482934587,0.003842215430974738,-0.3930064306024946,0.05897730781904928,6.4
CZE,2021,1.0131750391073149,-0.2855245495764346,0.3656719437039637,-1.6663439219642424,1.343887776299085,-0.026379444445678094,0.6560784930440945,-0.020959375036871952,-0.2535924317928577,0.07486045918538797,6.3
DEU,2010,0.6803165546711577,-0.5414847441063837,-0.2590999873348752,1.9275526507507097,1.0006198808097888,0.4550388784898475,1.336614576515301,-0.5511610270055711,0.35738514654671455,-1.1335791398543915,5.2
DEU,2011,0.8192171291852327,-0.5911222090200173,-0.5251914416936021,1.5890482981942182,1.406030848063872,0.5711813526976433,0.4910551198372751,-0.6346395367691441,0.12913224204375412,-0.853980084399178,4.7
DEU,2012,0.6618351424893567,-0.47951667998979564,-0.3370806706331969,2.0185803867714958,0.8791972607046176,0.5844310046429565,1.24770470376542,-0.8447534410192807,0.2786103900424835,-0.9939742797763357,4.6
DEU,2013,0.7734125215910783,-0.7717602299939935,-0.4956985550922427,1.6879765506205857,1.4854718816168413,0.45658136242113495,0.4759234958547267,-0.675366570624323,-0.06893604455288532,-0.8395341474854083,4.1
DEU,2014,0.5611637895313615,-0.6114037231192897,-0.3422506120320609,1.964763385074889,0.9271088108084685,0.5379657450394139,1.3752052828332237,-0.5200679258194416,0.29745361563133654,-1.137207586882607,4.1
DEU,2015,0.7679672619946976,-0.8452945252631433,-0.548861820976071,1.7116613761959107,1.4301121505717929,0.559914756356758,0.653793215178184,-0.527607490760723,-0.009809758703509378,-0.7100601808982078,3.3
DEU,2016,0.552716626889171,-0.5347417121751895,-0.32832622031923503,1.9581581406861108,1.0292295779195793,0.5990250714875993,1.402509321720107,-0.48589524310298116,0.3170517068978066,-1.1164564351547182,2.9
